likes_log1p_thucte,likes_log1p_predict,likes_log1p_error_%,views_log1p_thucte,views_log1p_predict,views_log1p_error_%,shares_log1p_thucte,shares_log1p_predict,shares_log1p_error_%
9.220389707829185,10.241513767894899,9.991048181690147,12.86902089400918,13.477480465948206,4.3871847666034895,3.610917912644224,4.4886853245569345,19.03671738561351
11.002116507732016,9.808353590472016,9.946270030714599,13.49792032892049,12.79963259020312,4.816468313213338,5.786897381366708,4.197969349318291,23.411699673119955
11.515930943990057,8.591937260839728,23.36217494515965,14.731801689838347,12.718063446240999,12.80042987637,9.60918360377546,4.6137340915198335,47.086087853903386
12.55989703048335,10.468488114293827,15.423486708548953,15.424948670398354,14.362600696110324,6.4678922023216625,6.68586094706836,5.142182965614495,20.084646236576454
11.149096419938578,10.827308542857928,2.6486568709138387,14.88022163978423,13.610845324244817,7.993442058511849,6.816735880594968,5.055167338951022,22.53585855468184
10.038935856711175,7.920575918296655,19.189892630154677,12.415121329251784,12.763886319536443,2.599790055749804,9.002947130753205,4.298424397621745,47.03136657263545
7.298445101508147,8.482413624091539,14.26735380063211,13.812406746119931,13.564382082420966,1.674438650990559,4.442651256490317,3.847567008998731,10.933719972999425
8.866017398810255,9.443891533358483,5.857217874133427,12.355358654868867,12.694106071668067,2.536415723105306,2.639057329615259,3.9318006874879097,35.52412728846255
13.3599635267252,11.627405103761282,12.065200721014854,16.349207451286784,14.102756035261477,12.948438263435996,8.23031079913502,5.911756464036607,25.11891945518982
7.784057002639929,8.52084440365443,8.387780279580026,13.100528726946786,12.357879568530823,5.266817810857865,2.4849066497880004,3.856194313518165,39.349337056520156
9.401043372798052,11.360604187208486,18.84004079374664,12.232719445013917,14.095132638547238,14.074304237101298,3.4339872044851463,5.803606960937093,53.442187520410215
11.33381076072374,10.530565049881952,6.512550957889464,13.910821646859096,12.782171607266749,7.569334985842937,7.217443431696533,6.09110872007343,13.706631764309755
9.38437770918244,9.837021627069205,4.358893046489566,12.092909546513004,12.608323522611384,3.9365885349421683,3.8712010109078903,3.6325660425454633,4.898893883214036
8.239329427901795,7.412684906609939,8.947018587685356,13.278171539990662,11.707419971076458,11.001069461273831,4.990432586778736,4.257042194824972,12.242695019595123
9.933094897288786,9.948504967724405,0.14094884001638625,12.719198621456204,13.264532950553864,3.9749721841972723,2.8903717578961645,3.9014460381720273,25.989143022738563
10.038935856711175,7.918190196748315,19.211504509952768,13.374212551572054,11.78857258881937,11.031143146545915,3.4011973816621555,2.736258452239529,15.1081369854743
9.11679862756782,11.7880188409316,26.40380926516443,12.45098160251256,14.578929937009145,15.820022637597672,3.367295829986474,5.9861566837589635,59.96527269325376
10.62135173563291,8.543237807739985,17.881860691997627,14.077875591662238,12.176399448303973,12.611034835767862,5.3981627015177525,3.752372347928906,25.72285873878195
10.907807476583594,10.92968148607528,0.1836946854800999,13.19617316224749,13.44677418214843,1.7652716477661285,5.123963979403259,6.5373414772693765,23.07945478810348
6.045005314036012,5.513362587375609,7.546377936737566,9.142703723260372,8.114382532241427,10.138531293787914,1.0986122886681096,2.060112164724948,45.815984269636445
10.106469212026385,11.82318661983129,15.456914119439483,13.48325083623038,14.897297893757713,9.763326434905373,5.247024072160486,6.105549160333942,13.742945092839076
9.857495968685136,9.751927158643678,0.9723126800685553,12.294088101596984,13.03723212159796,5.590033812937527,3.7612001156935615,4.151472932433218,8.196942099813535
9.189423123720797,10.078703746864875,8.727487438163681,12.385477452742728,12.868449013972684,3.6081758229027048,4.836281906951478,5.563891190105129,12.467000305228748
9.23024103368252,9.380552712375234,1.469287753805816,12.505810504075184,13.045462610161922,3.9957032265772248,5.8111409929767,4.815768741253949,14.613884116466355
13.455402585062116,13.085711153950998,2.557462021107241,16.15731646026544,15.779169307086153,2.2039994078038814,8.056743774975313,8.132985756919338,0.8418255372829309
9.989711119284744,9.448622637663457,4.923591491606955,12.819908725726677,12.196217578212028,4.512990352487684,4.787491742782046,3.544084578125681,21.48438770918504
7.669028288589683,9.550690292464596,21.705570004328948,11.969723533345908,13.090463321295909,8.641200292886074,3.9889840465642745,4.570683704341381,11.65968165758519
9.746892220313054,11.431036194250291,15.670985987502334,12.324304469354969,13.580680088377443,9.429202266520226,5.030437921392435,4.744411664772581,4.743042882594008
9.898525260706313,10.951282945549908,9.659634305195597,12.249136924251182,13.85680466711473,12.134131846134652,5.673323267171493,6.489404456454896,12.229007296829202
9.717218213494077,8.271465913155788,13.489995925602576,13.75022615872878,12.10047360045077,11.184591615917245,4.736198448394496,3.9625497760586597,13.487132275773556
8.736328721332908,9.48388523439456,7.678012261682454,15.009433329466964,12.909788313388855,13.11504893938689,5.652489180268651,5.965685011705907,4.707949505069444
6.380122536899765,9.025510094384442,35.84476469405546,9.53249633228804,12.540854031626761,28.56262755218255,3.4011973816621555,6.086845276373264,61.02084641559172
10.874285408908944,10.143487289903147,6.154459774543568,13.39040533935336,13.396108814549393,0.03963387452634884,4.543294782270004,4.316624187479102,4.08909509044871
7.880048200971577,10.404572966453602,28.42917862997426,10.67130147767883,13.368303951179758,23.107983960990993,3.951243718581428,4.812424250185226,17.393216342227113
10.825780236605915,11.3264228674498,4.233484986421266,13.997832948091215,13.67051936651219,2.1824058363090555,7.613818684808629,6.289849844864587,15.370289164305248
10.21833478806055,9.250040015313406,8.631359208299626,13.10481225357091,13.139941197870982,0.2490564473212163,3.737669618283368,4.440138487209802,14.827308054903263
11.545402335602985,9.510019763524602,16.22413149957023,14.45736497045232,12.436575564348527,13.073311071884847,7.978310969867722,5.135669557213868,31.66120467640402
12.890433842121956,11.471616245872024,10.214350483045733,15.424948670398354,14.405149830291002,6.208840347521276,7.8713112033234065,5.9028318721136035,22.189271530372682
9.23024103368252,10.746835018883763,14.824616352712896,12.751012698311856,13.941980179729226,8.660943797714475,4.852030263919617,7.505741193064337,45.34684219775887
11.247670025080003,8.58857281878791,21.71104545474333,14.346139397261563,12.41042224364225,12.613707614077398,7.377133712833954,2.910159672151891,53.32341817391024
11.78296023574194,10.008749620534921,13.879497256404022,14.220976332738882,13.29608028141037,6.076456799549367,7.630946580890459,6.7433980649927925,10.283327646387749
9.186662244621605,9.719103788374758,5.226849884360049,12.100717685412471,12.862684290815132,5.8162203300595,4.634728988229636,4.765719284623313,2.3246955917010816
9.546884034617923,8.487610203494846,10.043476610212402,12.948250437540263,12.111031239679928,6.002324102290615,4.276666119016055,4.899338897979692,11.800496088233583
13.997832948091215,13.505432297183264,3.283145322475536,16.372737946851277,15.382655121498944,5.699060380587741,8.288534459413917,7.05518977594181,13.278140796712165
9.035391569511642,9.651719535791475,6.141543775454552,11.837910547573127,12.11633835716297,2.168793812342592,3.5263605246161616,5.320578470995502,39.63930704639335
9.60918360377546,8.17810971629843,13.48901047360287,13.697853639354802,14.044901996692095,2.361217942788874,4.912654885736052,4.200673611622004,12.041651134275796
11.963370312187113,9.388618616242148,19.861746088703423,14.80876270134486,12.724159912285058,13.1863753567663,5.666426688112432,4.520291268259209,17.192650177898326
9.38437770918244,10.08944281594273,6.789671239874425,14.220976332738882,13.307031289200825,6.004509983845434,5.337538079701318,6.274427040883944,14.783168943527377
8.126222529458525,9.483788599222676,14.875443431080756,11.217224661591072,12.440631753432367,10.013788939213702,4.465908118654584,3.688927821484104,14.215026676330794
